,index,smiles,descriptors,fitnesses,generation,origin,reaction / parent,parent
221,130,CC=CCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.5366884380727271, 0.8204166666666673, 0.4120714285714286, 0.7674866666666673]",0.4678899082568808,16,crossover,CC=CCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CP)CC1
222,18,CCCCC(=O)N1c2cc(S(=O)(=O)C(N)=O)ccc2Sc2cccc(Br)c21,"[0.7363070034060608, 0.8535000000000005, 0.6967142857142856, 0.7571911111111116]",0.2926829268292683,16,mutation,[*;!H0:1]>>[*:1]-Br,CCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21
223,80,CN1CCN(CN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1,"[0.7488189910666666, 0.6352000000000003, 0.4809285714285714, 0.8997033333333337]",0.5045045045045045,18,crossover,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2O)CC1
224,61,CN1CCN(CCN(C)S(=O)(=O)c2ccc(-c3ccccn3)c(NO)c2)CC1,"[0.5460104870424244, 0.3196, 0.6357857142857143, 0.7648333333333339]",0.4909090909090909,18,crossover,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1,CN(C)S(=O)(=O)c1ccc(-c2ccccn2)c(NO)c1
225,96,CN1CCN(CCc2cccc(-c3cc(S(=O)(=O)N(C)C)ccc3F)c2)CC1,"[0.5460261404727272, 0.5054833333333334, 0.31328571428571433, 0.781664444444445]",0.5825242718446602,18,mutation,[*;!H0:1]>>[*:1]-F,CN1CCN(CCc2cccc(-c3cccc(S(=O)(=O)N(C)C)c3)c2)CC1
226,13,CCc1ccc(S(=O)(=O)N(C)C)cc1CN1CCN(C)CC1,"[0.3035830245575758, 0.29111666666666675, 0.31328571428571433, 0.5496311111111116]",0.4795918367346938,18,crossover,CCCC(C)(F)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
227,88,CN1CCN(CCC(C)(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,"[0.7580944902666668, 0.49235000000000023, 0.8069285714285714, 0.9673511111111116]",0.5130434782608696,19,mutation,[*;!H0:1]>>[*:1]-C,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1
228,72,CN(C)S(=O)(=O)c1ccc(-c2ccc3c(c2)N(C(=O)N=N)c2ccccc2S3)c(C(N)=O)c1,"[0.7760237760242426, 0.8260783333333338, 0.9785, 0.9390711111111113]",0.375,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CS(=O)(=O)c1ccc2c(c1)N(C(=O)N=N)c1ccccc1S2
229,24,CC(=O)NCC(=O)Nc1cc(S(=O)(=O)N(C)C)ccc1Cl,"[0.3274394080969697, 0.19415000000000002, 0.6827142857142857, 0.44042444444444473]",0.25,2,crossover,CN1CCN(CC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1
230,13,CC1=C(C)c2ccccc2C(=O)C1=NC(N)CCN1CCN(C)CC1,"[0.3491706409575758, 0.4232666666666667, 0.4423571428571429, 0.700054444444445]",0.4090909090909091,2,mutation,[*;!H0:1]>>[*:1]-N,CC1=C(C)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1
231,0,CN1CCN(Cc2ccc(S(=O)(=O)N(C)C)cc2C(N)=O)CC1,"[0.3489603382666666, 0.047200000000000276, 0.6210714285714287, 0.540074444444445]",0.4554455445544554,2,crossover,CN1CCN(CC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1
232,114,CN1CCN(CS(=O)(=O)N2CCN(Cc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1,"[0.8126012854060605, 0.1237666666666672, 0.6034285714285714, 0.911462222222223]",0.3821138211382114,2,crossover,CC(CN1CCN(S(=O)(=O)CN2CCN(C)CC2)CC1)c1ccccc1,CN1CCN(CC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
233,127,CN(C)S(=O)(=O)CCN1CCP(c2ccccn2)CC1,"[0.2730819229515152, 0.14930000000000007, 0.38221428571428573, 0.49376444444444506]",0.29357798165137616,2,mutation,[#7:1]>>[#15:1],CN(C)S(=O)(=O)CCN1CCN(c2ccccn2)CC1
234,133,CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc(Cl)c(C(N)=O)c2)c1,"[0.5758061585454546, 0.5158166666666667, 0.7826428571428571, 0.6694211111111115]",0.2833333333333333,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(CC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
235,135,CN(c1ccccn1)S(=O)(=O)c1ccc(Cl)c(CCN2CCN(c3ccccn3)CC2)c1,"[0.7459077992484849, 0.6366333333333336, 0.49742857142857155, 0.9763533333333337]",0.3937007874015748,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(CCN2CCN(c3ccccn3)CC2)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1
236,145,CN1CCN(CS(=O)(=O)N(C)CCN(C)Cc2ccccc2)CC1,"[0.3915422642424241, 0.18081666666666707, 0.33642857142857147, 0.6473644444444452]",0.3944954128440367,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(CS(=O)(=O)N(C)CCN(C)CCc2ccccc2)CC1
237,149,Cc1ccc(S(=O)(=O)N(C)C)cc1C(N)=O,"[0.0517348888121212, 0.14070333333333337, 0.5747857142857142, 0.22855222222222243]",0.2727272727272727,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(CCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1
238,33,CN1CCN(CCC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.6671365244121211, 0.13041666666666707, 0.7289999999999999, 0.8057577777777784]",0.4260869565217391,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(CC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
239,27,CN(c1ccc(Cl)c(C(N)=O)c1)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,"[0.5333344916848486, 0.4193833333333334, 0.8825714285714286, 0.6169844444444448]",0.2377049180327869,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(N2CCN(CCc3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc3)CC2)CC1
240,108,CCCCCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,"[0.37000415427878786, 0.8971666666666674, 0.267, 0.6294200000000006]",0.3761467889908257,2,crossover,CN1CCN(CCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,CCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21
241,37,CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,"[0.6276635837212118, 0.48151666666666665, 0.6210714285714285, 0.830213333333334]",0.5321100917431193,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(CCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1
242,44,CN(C)S(=O)(=O)c1ccc(-c2ccc(Cl)c(C(N)=O)c2)c(C(N)=O)c1,"[0.47289395355151514, 0.3258500000000001, 0.8825714285714286, 0.6088511111111115]",0.3017241379310345,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(CC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
243,61,CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.49434421012121216, 0.27771666666666667, 0.5211428571428571, 0.6612055555555562]",0.4711538461538462,2,crossover,CC(CN1CCN(S(=O)(=O)CN2CCN(C)CC2)CC1)c1ccccc1,CN1CCN(CC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
244,65,CN(C(N)=O)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,"[0.20002440751515152, 0.10634999999999996, 0.8825714285714286, 0.2722455555555557]",0.19090909090909086,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2
245,109,CN1CCN(CC(=O)SN(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.5912292737575758, 0.3247833333333334, 0.45835714285714285, 0.747364444444445]",0.4220183486238532,2,mutation,[*:1]~[*:2]>>[*:1]S[*:2],CN1CCN(CC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
246,66,CN(C)S(=O)(=O)c1ccc(CCc2ccccn2)c(Cl)c1,"[0.30021189837575774, 0.5450833333333335, 0.3590714285714286, 0.4885533333333339]",0.3490566037735849,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(Cl)c1,CS(=O)(=O)c1ccc2c(c1)N(CCc1ccccn1)c1ccccc1S2
247,99,CN(CCCN1CCN(C)CC1)CCc1ccccc1,"[0.15223075129696964, 0.38306666666666667, 0.06942857142857144, 0.5133000000000006]",0.3619047619047619,2,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(CS(=O)(=O)N(C)CCN(C)CCc2ccccc2)CC1
248,82,Cc1ccc2c3ccccc3n(CCN3CCN(C)CC3)c2c1,"[0.2491055993939395, 0.6417200000000003, 0.0815, 0.6457555555555561]",0.4205607476635514,2,crossover,CN1CCN(c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCn2c3ccccc3c3ccc(S(C)(=O)=O)cc32)CC1
249,35,Cc1ccc2c(c1)N(S(=O)(=O)N(C)C)c1ccccc1S2,"[0.2880767265212123, 0.6506866666666671, 0.2901428571428572, 0.5165533333333339]",0.4019607843137255,2,crossover,Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc(Cl)c(O)c1
250,16,CC(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,"[0.2455710191151516, 0.7709333333333337, 0.30978571428571433, 0.43780888888888936]",0.3557692307692308,20,mutation,[#7:1]>>[#6:1],CN(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2
251,115,CC(CCC=N)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21,"[0.5577829397878786, 0.7882783333333339, 0.7451428571428571, 0.7444488888888894]",0.3534482758620689,20,mutation,[*;!H0;!H1:1]>>[*:1]=N,CCCC(C)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21
252,121,CN(C)S(=O)(=O)c1ccc(-c2ccccn2)c(C=NO)c1,"[0.24267700709090909, 0.38450000000000006, 0.5918571428571429, 0.44362555555555583]",0.3490566037735849,20,mutation,[*;!H0:1]~[*:2]>>[*:1]=C-[*:2],CN(C)S(=O)(=O)c1ccc(-c2ccccn2)c(NO)c1
253,78,CN1CCN(CCC(C)(C)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,"[0.75507858430303, 0.6763000000000003, 0.6210714285714285, 0.9838688888888896]",0.5263157894736842,21,crossover,CN1CCN(CCC(C)(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,CCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21
254,50,CC(CCC=N)N1c2ccccc2Sc2ccc(C=N)cc21,"[0.25493929881212124, 0.9342066666666673, 0.3638571428571429, 0.6056822222222228]",0.2982456140350877,21,crossover,CN1CCN(CCC(C)(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,CC(CCC=N)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21
255,44,CN(C)S(=O)(=O)C(N)N1c2ccccc2Sc2ccc(C(N)O)cc21,"[0.4699929772727273, 0.31210000000000016, 0.8063571428571429, 0.6541711111111113]",0.3539823008849557,21,crossover,CCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21,CN1CCN(CCN(Cl)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
256,61,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CCC=N)CC1,"[0.42790590060606065, 0.3014950000000001, 0.4836428571428572, 0.6895611111111118]",0.4951456310679612,22,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CC(CCC=N)N1c2ccccc2Sc2ccc(C=N)cc21
257,67,CCCC(C)(C)N1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21,"[0.5003248017090908, 0.8700666666666672, 0.5747857142857142, 0.7211355555555561]",0.3565217391304348,22,crossover,CN1CCN(CCC(C)(C)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,CN1CCN(CCC(C)(C)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1
258,88,CN1CCN(CN(C)S(=O)(=O)c2ccc3c(c2)N(S(=O)(=O)C(N)=O)c2ccccc2S3)CC1,"[0.8669750966666666, 0.33720000000000017, 0.8880714285714286, 0.9615000000000002]",0.5172413793103449,22,crossover,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1,CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2
259,50,C=CC(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,"[0.281934655478788, 0.7986166666666671, 0.30978571428571433, 0.488064444444445]",0.3457943925233645,23,mutation,[*;!H0;!H1:1]>>[*:1]=C,CC(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2
260,83,CN1CCN(CN(C)S(=O)(=O)c2ccc3c(c2)Oc2ccccc2S3)CC1,"[0.5458123745333335, 0.5448166666666668, 0.3792142857142857, 0.7329644444444452]",0.5882352941176471,23,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
261,86,CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(ON)c1,"[0.5460104870424244, 0.2415166666666667, 0.6571428571428571, 0.7636022222222228]",0.4642857142857143,24,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(C(N)O)c1
262,2,CCCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21,"[0.27315313118787876, 0.6373000000000002, 0.5393571428571429, 0.5686288888888892]",0.2782608695652174,24,crossover,CCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21,CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
263,45,CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccc(Cl)c(OS(=O)(=O)[PH](N)=O)c2)c1,"[0.748329152090909, 0.5779500000000001, 0.8845714285714286, 0.7278611111111112]",0.3,24,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccc(Cl)c(N(O)S(=O)(=O)[PH](N)=O)c2)c1
264,115,N=CCCCN1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21,"[0.5153112729272725, 0.7235283333333337, 0.7451428571428571, 0.6933933333333335]",0.35964912280701755,24,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CC(CCC=N)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21
265,78,CN(C)S(=O)(=O)c1ccc2c(c1)N(C(CO)CCN1CCN(Cl)CC1)c1ccccc1S2,"[0.8216271529333337, 0.593666666666667, 0.4809285714285714, 0.9930622222222224]",0.5486725663716814,25,crossover,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
266,24,CN1CCN(CCc2cc(S(=O)(=O)N(C)C(N)=O)ccc2O)CC1,"[0.3974297765090908, 0.06355000000000022, 0.7655714285714287, 0.5586666666666672]",0.4150943396226415,25,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN(C)S(=O)(=O)c1ccc(CCO)c(C(N)=O)c1
267,28,CN1CCN(CCC2(CO)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7156990419757576, 0.4695666666666667, 0.4577857142857143, 0.936662222222223]",0.6538461538461539,26,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN1CCN(CCC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
268,135,CN1CCN(CSC(=O)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7670203142181817, 0.6829500000000004, 0.45835714285714285, 0.9660311111111118]",0.6074766355140186,26,mutation,[*:1]~[*:2]>>[*:1]S[*:2],CN1CCN(CC(=O)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
269,78,CN1CCN(CCC(C#N)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7459886883878789, 0.5948800000000002, 0.5063571428571428, 0.9774866666666673]",0.6355140186915887,27,mutation,[*;!R;!H1;!H0:1]~[*:2]>>[*:1]#C-[*:2],CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
270,50,CC=CCS(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,"[0.281934655478788, 0.7988833333333337, 0.30978571428571433, 0.48830888888888935]",0.35514018691588783,27,crossover,C=CC(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,CC=CCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
271,130,CN1CCN(CCC=CN2c3ccccc3Sc3ccc(C=N)cc32)CC1,"[0.4642055085818182, 0.823028333333334, 0.2397857142857143, 0.8302855555555564]",0.4909090909090909,27,mutation,[*;!H0;!H1:1]>>[*:1]=N,Cc1ccc2c(c1)N(C=CCCN1CCN(C)CC1)c1ccccc1S2
272,42,CCCS(=O)(=O)c1ccc2c(c1)N(C(=O)N=N)c1ccccc1S2,"[0.4122893434545457, 0.8539950000000004, 0.6475714285714286, 0.5781500000000004]",0.34513274336283184,28,crossover,CCCCCC(=O)NN1c2ccccc2Sc2cc(OS(=O)(=O)C(N)=O)ccc21,CS(=O)(=O)c1ccc2c(c1)N(C(=O)N=N)c1ccccc1S2
273,5,CN1CCN(CCC(=O)N(C=O)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.5791772847272728, 0.20286666666666672, 0.5802857142857143, 0.7158755555555562]",0.462962962962963,28,mutation,[*;!H0;!H1:1]>>[*:1]=O,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
274,4,CN1CCN(CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.32773059992727277, 0.36086666666666667, 0.3132857142857143, 0.5870422222222228]",0.5151515151515151,28,crossover,CN1CCN(CN(C)S(=O)(=O)c2ccc3c(c2)N(S(=O)(=O)C(N)=O)c2ccccc2S3)CC1,CN1CCN(CCc2ccc3ccccc3c2)CC1
275,61,CN1CCN(N(O)S(=O)(=O)c2ccc3c(c2)N(O)c2ccccc2S3)CC1,"[0.5548260518787876, 0.45346666666666663, 0.6254285714285714, 0.6757088888888894]",0.5046728971962616,28,crossover,CN(O)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,CN1CCN(CCC=CN2c3ccccc3Sc3ccc(C=N)cc32)CC1
276,120,CCCC(N)CCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21,"[0.44605570459393934, 0.6552166666666669, 0.7252142857142857, 0.7598444444444448]",0.25396825396825395,29,crossover,Cc1ccc2c(c1)N(C=CCCN1CCN(C)CC1)c1ccccc1S2,CCCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21
277,37,CN1CCN(CCC2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.6732273751151515, 0.4624833333333333, 0.4577857142857143, 0.8825844444444452]",0.6732673267326733,29,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],CN1CCN(CCC2(CO)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
278,53,CN1CCN(CCC=CN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7066091460606059, 0.6984666666666671, 0.33642857142857147, 0.9745866666666675]",0.696078431372549,29,crossover,CN1CCN(CCC=CN2c3ccccc3Sc3ccc(C=N)cc32)CC1,CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
279,7,Cc1ccc(S(=O)(=O)N(C)C)cc1C=O,"[0.006247315987878789, 0.2596366666666667, 0.38892857142857146, 0.19377000000000028]",0.2916666666666667,3,mutation,[*:1]~[D1]>>[*:1],Cc1ccc(S(=O)(=O)N(C)C)cc1C(N)=O
280,40,CC1(C)CCN(CCCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"[0.6217420309090907, 0.9508166666666676, 0.2901428571428572, 0.9021644444444452]",0.4396551724137931,3,mutation,[*;!H0:1]>>[*:1]-C,CC1CCN(CCCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1
281,108,CN1CCCCC1N1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,"[0.4518553634666665, 0.7724333333333339, 0.2901428571428572, 0.6947200000000007]",0.40540540540540543,3,crossover,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccccn1
282,114,CN1CCN(CS(=O)(=O)N(C)CCN(C)Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.8187093159030302, 0.1647666666666672, 0.6034285714285714, 0.9349511111111116]",0.3884297520661157,3,mutation,[*:1]@[*:2]>>([*:1].[*:2]),CN1CCN(CS(=O)(=O)N2CCN(Cc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1
283,122,CC(=O)NCC(=O)Nc1cc(S(=O)(=O)N(C)C)ccc1CN1CCN(C)CC1,"[0.5642243194181821, 0.04315000000000043, 0.7289999999999999, 0.7489133333333341]",0.412280701754386,3,crossover,CC(=O)NCC(=O)Nc1cc(S(=O)(=O)N(C)C)ccc1Cl,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
284,133,CCCC(=O)NN1c2ccccc2Sc2cc(OS(=O)(=O)C(N)=O)ccc21,"[0.5516998867999999, 0.5679833333333334, 0.8485714285714286, 0.6814211111111113]",0.2903225806451613,3,crossover,CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,CCCC(=O)NN1c2ccccc2Sc2cc(OC)ccc21
285,135,CN1CCN(CCC(=O)Nc2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1,"[0.8276542942909091, 0.6644500000000004, 0.5211428571428571, 0.9994944444444447]",0.5175438596491229,3,crossover,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccccn1,CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
286,140,CN1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21,"[0.2879664674060605, 0.5452500000000001, 0.5747857142857142, 0.46488000000000035]",0.3619047619047619,3,crossover,CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,CN1CCN(N=CCCN2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1
287,145,CN1CCN(CCS(=O)(=O)N(C)CCN(C)Cc2ccccc2)CC1,"[0.43401393110303016, 0.18790000000000048, 0.33642857142857147, 0.7014422222222231]",0.4090909090909091,3,crossover,CN1CCN(CCc2ccc3ccccc3c2)CC1,CN1CCN(CS(=O)(=O)N(C)CCN(C)Cc2ccccc2)CC1
288,146,CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CNC(=O)NC(=O)c2ccccn2)c1,"[0.6487021738060607, 0.26056666666666667, 0.982642857142857, 0.7339600000000002]",0.28125,3,crossover,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccccn1,CC(=O)NCC(=O)Nc1cc(S(=O)(=O)N(C)C)ccc1Cl
289,127,Cc1ccc(S(=O)(=O)N(C)C)cc1CN1CCN(C)CC1,"[0.26111135769696975, 0.24878666666666668, 0.31328571428571433, 0.4980644444444449]",0.4791666666666667,3,crossover,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN(C)S(=O)(=O)c1ccc(CCc2ccccn2)c(Cl)c1
290,99,CN(CCc1ccccc1)CCN1CCN(C)CC1,"[0.10975908443636358, 0.31805, 0.06942857142857144, 0.46200000000000063]",0.3725490196078432,3,crossover,CN1CCN(CCN2CCN(CCN3CCN(c4ccccn4)CC3)CC2)CC1,CN(CCCN1CCN(C)CC1)CCc1ccccc1
291,44,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)NC(=O)c1ccccn1,"[0.41546932138181825, 0.35037, 0.7747857142857144, 0.5863744444444446]",0.3076923076923077,3,crossover,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccccn1,CN1CCN(N=CCCN2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1
292,46,CN1CCN(CCN2CCN(CN3CCN(c4ccccn4)CC3)CC2)CC1,"[0.49185164904242434, 0.08768333333333411, 0.23092857142857146, 0.8315555555555564]",0.2352941176470588,3,crossover,CN1CCN(CCN2CCN(CCN3CCN(c4ccccn4)CC3)CC2)CC1,CN(C)S(=O)(=O)CCN1CCN(c2ccccn2)CC1
293,65,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)C(N)=O,"[0.18205553624242432, 0.028186666666666704, 0.7826428571428571, 0.3319544444444446]",0.2523364485981308,3,crossover,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccccn1,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
